1.387142296936159092e+00,1.046729224602748864e+00,4.011778946395895828e-01,-5.084642202486110429e-01,2.430762361125530513e-01
8.222976570746393099e-01,4.838151769621138465e-01,-1.760071374594940341e+00,3.437684265941235995e-01,-2.055082306068879650e+00
-5.935410581510332240e-02,8.056690345040705692e-01,5.067184712854438944e-02,-1.555353667192124645e+00,2.467307383093701179e-01
1.229553655726774997e+00,8.317693855997276842e-01,-3.937746255110055604e-01,-4.618500138490730378e-01,3.290096602284144356e-01
-6.451268153753225709e-01,-1.384678359835500028e-01,9.244499040544272850e-01,-1.012089568363971459e+00,-9.043971932506410516e-01
-6.504091681258372670e-02,-3.222545712026758657e-01,-1.796161029080207472e+00,8.445914767489774710e-02,-8.990186345695222458e-01
2.532468613426171355e+00,3.033900038480140671e-01,4.751706155848477442e-01,8.016974935340952235e-02,-8.850806778046912959e-02
4.859246212620203509e-01,-2.241811757939604910e-01,1.279460102128046062e-01,-4.125889574653485714e-01,1.922129291769950177e+00
3.546062043080600579e-01,2.272696926547346230e+00,-1.593692520481559516e+00,6.059208300655932744e-01,-1.512676234929078434e-01
-1.777729883484702844e+00,-1.565012540834525900e+00,7.823458256553317280e-01,1.436719764726247073e+00,1.314893166818027259e+00
-1.605302493326504321e+00,-1.399237653799753511e+00,1.323491404669873361e+00,5.929080918939406697e-01,8.581290659185725200e-01
-4.316129081049747129e-01,1.397025706882756957e+00,-1.305192474841672334e+00,-8.547477908790768186e-01,-9.338875626936897489e-02
1.804283924513209625e+00,5.009177728974640864e-01,6.226220968070313860e-02,-5.838084527056117690e-01,-7.282219962945590819e-02
7.605342558165912870e-01,-3.831195433008002027e+00,1.823748749766936017e+00,2.654665437515895121e-01,6.363012558463554402e-01
7.183861212760167536e-01,8.831743157944177414e-02,4.567615052527546765e-02,1.259724619645909982e+00,-1.428302238115369382e+00
-1.214234767903841217e+00,6.104208963059432058e-01,4.760981963530419581e-01,-2.276584011549469100e+00,-2.306090855359981262e-01
-5.849866018392824163e-01,-5.573289495835697105e-01,-1.490846782923814562e+00,3.355755823251006520e-01,-1.484715695226748622e+00
2.336298439028815233e-01,-1.295768467226578124e+00,-3.057277572628014362e-01,1.626287522783591788e+00,-8.016552778099536036e-01
7.220040060095616052e-01,1.276205908988223392e+00,6.949940642854156581e-01,3.762885216894049090e-02,3.336297548495625320e-01
4.285225702610774845e-01,-3.158380590184560743e-01,5.063658082857686038e-01,-3.951568665938943736e-01,-7.663298761948457161e-01
5.684673171291748650e-01,1.790401820467381944e+00,-1.080769588922755764e+00,1.598461620019892837e-01,-2.221911277290156417e-01
-1.203225890837221090e+00,-1.401680852122148435e+00,-1.161088728887045701e-01,1.553338725843670831e+00,5.500077338884279410e-01
-5.807482800062381267e-01,-1.771556048275930273e+00,1.460992114131068664e+00,5.436910492364941533e-02,2.553960366899768464e-01
-1.436569439581826479e+00,4.305656742126975911e-01,-7.605948501544392004e-02,-5.056065037080218483e-01,-5.633699199986441641e-01
-8.284569240625397901e-01,5.135918539030394081e-01,3.077587474384599342e-01,-1.975645789078929404e+00,6.536575726182900503e-01
-3.711738974611701603e-02,1.419982486935932542e+00,-4.561949169080718736e-02,-6.280114276017231267e-01,-1.564162355797604764e-01
-1.310016006958261148e+00,-3.199552287145724927e-01,1.311571085555417904e+00,8.732431323496480102e-01,-1.576114603025533523e+00
4.817517663907135983e-01,1.880888445938173836e+00,8.295788642084763742e-01,1.972188496212539333e+00,1.148087893346931843e+00
-1.108773500673464474e+00,9.894966273817419333e-01,5.982748871205988417e-01,-6.695661821083361831e-01,-7.238284143249537061e-01
-8.481831183641068694e-01,4.518566201207574462e-01,-3.837452206230629673e-03,-1.498918555543602704e-01,-9.012460048562277448e-01
-2.015635784017387966e+00,3.868002539250624539e-01,5.673843613986757628e-01,-1.638672200912514310e+00,5.216446844642177449e-01
2.239456483968851053e-01,-3.854458074921343624e-01,1.764811615518160570e+00,-1.082282278038917633e+00,-4.302908328665245308e-01
-1.525411990273812579e+00,1.551682116216030805e+00,-2.671690336759522943e-01,3.025147167774365542e+00,3.230393434185216406e-01
3.775418368115801004e-01,1.283795835723497758e+00,-1.388468346473394677e+00,-4.611662654912002113e-01,5.786285571464021282e-02
-7.434135970171347196e-01,-8.962683225232533912e-01,-2.850270014030955798e-02,-6.446631450103702532e-01,-5.922865761542887020e-01
1.832608734228086123e+00,9.439197328358219785e-01,-6.014368676514167955e-01,2.157213429544724559e-01,2.903263108843956997e-01
7.662959195107538202e-02,1.779373835895997402e+00,1.171600930322892919e+00,3.015256442030474493e-01,1.186670840648177405e+00
2.516348042507168703e+00,-5.444582122806214119e-01,-7.374063140433232411e-01,-2.557706531135793160e+00,4.840946674445049669e-01
-1.074258958107838113e+00,2.217133428657635630e+00,-5.292639354356500903e-01,-6.172132240380882040e-01,6.248592756143321880e-01
-1.451813208515434939e+00,1.946997124836776560e+00,-8.443478444223370127e-01,-1.059835415202522668e+00,1.069090857285332152e+00
7.662959195107538202e-02,1.779373835895997402e+00,1.171600930322892919e+00,3.015256442030474493e-01,1.186670840648177405e+00
-5.967511235378016865e-01,1.472657852876722684e+00,3.106750430588497980e-01,-6.293497053658094753e-01,1.278773275472300242e+00
-7.370275565394011075e-01,2.045913552036030758e+00,-7.101223801396491231e-01,3.018533276477642913e-01,7.661686879107769688e-01
7.331980083919293900e-01,-7.005369541176086345e-01,-1.389683442014197912e+00,-2.130423611928604910e-01,-1.120359782091036482e+00
-5.002008097644170537e-01,-8.456941835011145825e-01,-4.393516212450468417e-01,7.636278814496176848e-01,6.743523735873342695e-02
-1.089939501520274412e+00,1.566876835716052074e+00,9.477891821708486417e-03,4.314759027252251244e-01,2.101264112677869722e+00
