1.387142296936147545e+00,1.046729224602714226e+00,4.011778946395914147e-01,-5.084642202485771811e-01,2.430762361124902404e-01,-6.079704371743952507e-01,-1.547128133122759985e+00,3.323832222826200167e-01,-9.432762312593760967e-01,6.404303845541146067e-01,-7.993415361715100476e-02
8.222976570746439728e-01,4.838151769621098497e-01,-1.760071374594940785e+00,3.437684265940829098e-01,-2.055082306068916509e+00,-4.241918295541329265e-01,-6.026811229278472570e-01,1.254184964595677632e-01,4.124928662371135646e-01,1.033550626255679283e-01,-7.500314156520824227e-01
-5.935410581510866534e-02,8.056690345040805612e-01,5.067184712856674655e-02,-1.555353667192125755e+00,2.467307383093859663e-01,1.428140863026747254e-01,-5.712941820257418923e-01,-2.436186046716489265e-02,-2.454055984532815815e-01,5.576919198486477575e-02,1.435667469600947488e-01
1.229553655726781214e+00,8.317693855997249086e-01,-3.937746255110137206e-01,-4.618500138490863050e-01,3.290096602283574811e-01,-5.183972997297602303e-01,-3.994714886191977898e-01,-1.484370667733281579e-01,-6.880987213147533588e-01,7.175913271501205282e-01,2.295765428336307423e-01
-6.451268153753235701e-01,-1.384678359835488093e-01,9.244499040544446045e-01,-1.012089568363953251e+00,-9.043971932507325340e-01,-8.953806645017277077e-01,4.311697427015552253e-01,1.851389269989543174e-01,1.642777771115250252e-01,5.921112491341048306e-02,1.220466183284496076e+00
-6.504091681259253910e-02,-3.222545712026755327e-01,-1.796161029080211025e+00,8.445914767486631392e-02,-8.990186345695844183e-01,-6.220439541201029376e-01,-2.337820388597996735e-01,-3.955657823720819949e-02,3.647179366846391435e-01,8.284558224724397624e-01,-4.880699430524539362e-01
2.532468613426168247e+00,3.033900038480161210e-01,4.751706155848496871e-01,8.016974935341998620e-02,-8.850806778053148249e-02,-6.637575584767345660e-01,1.331849300345468556e+00,9.071263450316674470e-01,-1.158843216588165470e+00,8.186745124786545258e-01,-7.632498726761552388e-02
4.859246212620199068e-01,-2.241811757939551342e-01,1.279460102128105181e-01,-4.125889574653397451e-01,1.922129291769891335e+00,-6.005914660949239758e-01,2.854444821261358012e+00,-1.622200983180500378e-01,-1.131423327258415545e+00,5.019074314350661231e-02,3.768620183168955862e-01
3.546062043080582260e-01,2.272696926547341345e+00,-1.593692520481570396e+00,6.059208300655687385e-01,-1.512676234930427077e-01,-1.318888779630300379e+00,3.627941611865135862e-01,-7.460635056140664245e-01,5.458516630395418012e-01,-6.530621587563525399e-01,6.134119944918862144e-01
-1.777729883484700624e+00,-1.565012540834527233e+00,7.823458256553027512e-01,1.436719764726260617e+00,1.314893166818142944e+00,1.081758327276261644e+00,9.674663638178533365e-01,1.245221290512262380e+00,-2.258150865776062943e-01,2.582186909263407326e+00,-6.315438712174381575e-01
-1.605302493326503432e+00,-1.399237653799749515e+00,1.323491404669864036e+00,5.929080918939610978e-01,8.581290659185252245e-01,-5.051948404954210714e-01,-6.481602896372433420e-02,1.486413898439589432e-01,4.902958222726737092e-01,-3.621277974812414646e-01,-1.805787301292593183e-01
-4.316129081049751015e-01,1.397025706882753848e+00,-1.305192474841659012e+00,-8.547477908790960255e-01,-9.338875626932327534e-02,3.816349975790327975e-01,2.422009701514866997e-01,7.961642577733815118e-01,-1.558432295935131828e-01,1.762589652277420094e-01,1.611679940108480258e-01
1.804283924513208515e+00,5.009177728974625321e-01,6.226220968070979994e-02,-5.838084527056135453e-01,-7.282219962951286263e-02,-4.973524221938526169e-01,-1.206334075153214336e+00,8.314629447471685864e-02,-1.667361521278092562e+00,8.366327646203049195e-02,2.780442222205513070e-01
7.605342558165919531e-01,-3.831195433007994477e+00,1.823748749766936461e+00,2.654665437516208759e-01,6.363012558463266855e-01,-2.315630312106562172e-01,1.534977856754887182e-01,-1.364987972936071214e+00,-5.773016002916042666e-01,-2.409542939352315727e-01,9.218041936555249061e-01
7.183861212760178638e-01,8.831743157944658973e-02,4.567615052525231256e-02,1.259724619645916421e+00,-1.428302238115453759e+00,-7.811812229749111047e-01,2.871306118041053512e+00,-2.286115146503099105e+00,-3.854669896747036639e-01,2.554611661119966293e+00,-9.571967627195623329e-01
-1.214234767903840773e+00,6.104208963059463144e-01,4.760981963530805383e-01,-2.276584011549457109e+00,-2.306090855360103387e-01,-1.998350265184825059e-01,1.835705721044950334e+00,6.587252753165312447e-01,4.574993776999615736e-01,3.142511372284592097e-01,4.863975991293559287e-02
-5.849866018392818612e-01,-5.573289495835713758e-01,-1.490846782923820557e+00,3.355755823250740622e-01,-1.484715695226760168e+00,-5.548956501150513476e-02,1.749866546513859436e-02,-1.007318580885155246e+00,8.312276974087293713e-01,1.911059903747175159e+00,5.239939973917692728e-02
2.336298439028813290e-01,-1.295768467226577902e+00,-3.057277572628279150e-01,1.626287522783586459e+00,-8.016552778098317011e-01,1.137642477254934947e+00,1.036867743759466887e+00,1.523258530323344129e+00,-7.590138433735529322e-01,5.063663446494726106e-01,-2.380532140853182377e-01
7.220040060095604950e-01,1.276205908988224058e+00,6.949940642854149919e-01,3.762885216894868573e-02,3.336297548496010013e-01,4.205361032359399842e-01,-1.348954443918621626e+00,-6.112624678595424826e-02,-1.647098380562048991e-01,1.649261361100453072e-01,2.007623591896119941e-01
4.285225702610770404e-01,-3.158380590184556302e-01,5.063658082857760423e-01,-3.951568665938879898e-01,-7.663298761948368343e-01,1.526496517977393996e-01,-1.310163982828659979e+00,-1.266776814434991572e+00,9.825842380048760427e-02,-1.791578179862139131e-01,-8.685955802615511478e-01
5.684673171291737548e-01,1.790401820467377947e+00,-1.080769588922761759e+00,1.598461620019673013e-01,-2.221911277291385434e-01,-1.188271620639183901e+00,-8.278694657758666198e-01,5.976792866731431841e-01,-2.040827468037560988e-01,1.168359389068095028e-01,2.569433057496723904e-01
-1.203225890837219092e+00,-1.401680852122145771e+00,-1.161088728887317428e-01,1.553338725843673274e+00,5.500077338883088141e-01,-1.157431391716007729e+00,1.547048444592871164e+00,-9.391189173752793051e-01,-1.247920716517722656e-01,4.909488888661876337e-04,4.257359163395674218e-01
-5.807482800062364614e-01,-1.771556048275928941e+00,1.460992114131066222e+00,5.436910492367342390e-02,2.553960366898635481e-01,-1.099878494600687873e+00,-3.256957001772359805e-01,2.789234526289107938e-02,-1.008623706963823086e+00,-3.856818503594204306e-01,-4.628341826867289899e-01
-1.436569439581824925e+00,4.305656742126986458e-01,-7.605948501543703666e-02,-5.056065037080194058e-01,-5.633699199986877959e-01,-5.060189412758863137e-01,1.655739399367835318e+00,4.541875175652095864e-01,6.162092772613748659e-01,5.001756133765517670e-02,-1.510115833892375248e+00
-8.284569240625399011e-01,5.135918539030401853e-01,3.077587474384956834e-01,-1.975645789078923409e+00,6.536575726183418977e-01,5.072694280680460910e-01,-4.511351516103943027e-01,-3.968151426425410855e-01,3.372286942247303965e-01,-6.542991614133056855e-01,4.384448223834280789e-01
-3.711738974611755726e-02,1.419982486935932098e+00,-4.561949169079534960e-02,-6.280114276017261243e-01,-1.564162355798315585e-01,-6.659538861713637514e-01,-9.992750765029543292e-01,-4.736917558924753635e-01,6.674555738650681525e-01,-3.459335545999408512e-01,5.162704915517981608e-01
