1.422605678890182634e+00,-5.223850492371439058e-01
2.657859063567331592e+00,-1.190696434953894434e+00
1.737561924308315575e+00,-7.309449777299151796e-01
1.088292467217481407e+00,-8.168654379787684272e-01
3.404565914253596670e+00,1.866909757164074146e-01
1.727044730325131505e+00,-2.875314811792528680e-01
3.060091099064655040e+00,4.735881963769111302e-01
-6.986199260254009891e-02,-1.661953936231486573e+00
-8.288111384378374913e-01,-1.925044810279436636e+00
1.508917769803568953e+00,4.020763849737977180e-01
-1.853953295755619290e-01,-1.558748005948331627e+00
1.676202958233686147e+00,-3.198543007757670975e-01
1.328513317444851127e+00,-6.289389378036945866e-01
8.581033934207152880e-01,-9.907010378767847625e-01
-6.104242474929184592e-01,-3.270266920217226314e-01
-3.733940983644118417e-01,-1.373500754818693270e+00
3.508983420657667551e-01,4.593280719951402247e-02
4.192235218423720156e+00,2.470797585182779588e-01
-1.426300033487186425e-01,-1.568450014678313131e+00
1.954424262516941610e-02,7.181282260527043215e-01
-3.529785951129586485e-01,-1.293044170751700195e+00
-8.586909133080590228e-01,-3.726893305277637070e-01
2.937671848759683790e+00,5.690315937551453374e-01
-6.760809488844653492e-01,-1.414821440153938958e+00
4.347100944289088886e+00,4.604822437483553799e+00
-2.246596897034885965e-01,9.396939618803773486e-01
2.280600563990179630e+00,-5.050944467644783581e-02
2.629750311529983620e+00,-9.256928650961854244e-02
8.886570469721220000e-01,-1.286979633638788867e+00
2.884158622176219433e-01,-1.655412293548344183e+00
5.362870540297355326e-01,-1.010248947185110824e+00
1.587752300665557170e+00,-5.783551541615814529e-01
3.970502468152752762e+00,8.028800405572318333e-01
3.608724658632623594e+00,7.256033659972069838e-01
2.704868510815870764e+00,3.495331378692316526e-02
1.783329972669409402e+00,-5.547534477718600865e-01
-3.241102301226726490e-01,-1.226777559088132019e+00
9.118398321101598425e-01,-1.491071526633177768e+00
2.792151673581916071e+00,1.379807165883878417e-01
6.649110705931440268e-01,-3.772343928191884133e-01
2.591819420505179217e+00,-1.301491744044680210e-01
3.187508322358230117e+00,-1.087428314792283857e+00
1.773958463439844202e+00,-8.618386116621066240e-01
1.322154898320436978e+00,-5.482626832056859412e-01
8.669046269850149145e-01,-5.379178357360102636e-01
6.840217724475565753e-01,-1.100257377904996003e+00
2.330530147954610887e-01,-1.817134525050067007e+00
3.212521392828028288e-01,-1.560459200133370361e+00
2.023120102744622617e+00,7.705886454256837270e-01
-8.831110775967975224e-01,-2.146488874207971520e+00
4.222434831308600756e-01,-1.631347288742979629e+00
1.329013595873666853e+00,-5.389856937718745522e-01
8.152315520164429286e-01,-3.358838137908534138e-01
1.436524470255764463e+00,-4.390575281252787065e-01
1.620936746045535060e+00,-4.614984939863894242e-01
-1.085871898938116864e+00,-1.082261367868037727e+00
